,Price,Title,News,品牌,商品名称,商品编号,商品毛重,商品产地,NVMe协议,NVMe读速,容量,接口,包装清单,系列,型号,顺序写入,缓存,顺序读速,工作温度,TBW,产品尺寸,保存温度,好评度,评价特性,闪存类型,货号,店铺,特征特质,传输速度,外壳材质,颜色,连续写速,连续读速,指示灯,系统,优选服务,转速,硬盘尺寸,硬盘类型,特性,最大写入速度,钥匙孔,最大读取速度,产品净重（g）
986,58.00,OBEYA 欧比亚高速读写SSD固态硬盘SATA3.0移动笔记本游戏商务办公一体机台式电脑存储硬盘 120G/128G带SATA线,高速稳定/品牌正品/三年保固/品质无忧（全面兼容联想/惠普/华硕/戴尔/宏基等品牌台式电脑/笔记本）, OBEYA,OBEYA 欧比亚高速读写SSD固态硬盘SATA3.0移动笔记本游戏商务办公一体机台式电脑存储硬盘 120G/128G带SATA线,10051377582121,60.00g,中国大陆,PCIe 3.0,,120-128GB,SATA接口,暂无,G120+ZP0006,G120+ZP0006,380MB/s,无缓存,470MB/s,0-70 ℃,,长165mm；宽56mm；高12mm,-40~85℃,100%,做工一流 质量上乘 精致美观 美观大方,TLC,G120, OBEYA旗舰店,,,,,,,,,,,,,,,,,
987,199.00,COOL-FISH NVMe移动固态硬盘雷电3接口mac笔记本Type-C手机移动硬盘游戏办公ssd 【NVMe高速 / 峰值1000MB/s】灰色 256G,"此商品将于2022-09-24,00点结束闪购特卖，存储装备特惠抢购查看>", COOL-FISH,COOL-FISH NVMe移动固态硬盘雷电3接口mac笔记本Type-C手机移动硬盘游戏办公ssd 【NVMe高速 / 峰值1000MB/s】灰色 256G,10041079316775,200.00g,中国大陆,,,240-256GB,Type-C，USB3.1,暂无,NVMe高速固态移动硬盘,S3 PRO,,,,,,,,98%,方便快捷 小巧玲珑 尺寸合适 传输快捷,,, COOL-FISH旗舰店,,500-1000MB/s,金属,灰色,930MB/SMB/s,930MB/SMB/s,有指示灯,Windows 7；Windows 8；Windows 10；MacOS,三年质保,,,,,,,,
988,1899.00,惠普（HP）2TB SSD固态硬盘 M.2接口(NVMe协议) FX900PRO系列｜NVMe PCIe 4.0,【惠普精品，专业存储】旗舰级电竞固态硬盘，2GB独立大缓存，PCIe4*4，读取高达7400MB/s，五年质保！点我查看, HP,HP4A3U1AA#UUF,100032035218,60.00g,中国大陆,PCIe 4.0,4500MB/s及以上,2TB及以上,M.2接口(NVMe协议),固态硬盘*1 说明书*1 螺丝*1,FX900 PRO,4A3U1AA#UUF,6700MB/s,2GB,7400MB/s,0℃-70℃,1200TBW,长80mm；宽22mm；高2.4mm,-40℃-85℃,98%,小巧玲珑 读取快捷 传输快捷 质量上乘 尺寸合适 简单方便,TLC,,,,,,,,,,,,,,,,,,,
989,619.00,金士顿（Kingston） 移动硬盘 NV1 m.2固态硬盘2280 Nvme协议 电脑发烧友硬盘 1TB NV1+硬盘盒+礼品盒【黑色】,高达1500M/s传输·NVMe协议M.2·2280规格·适用笔记本升级·台式电脑组装换代, 金士顿（Kingston）,金士顿（Kingston） 移动硬盘 NV1 m.2固态硬盘2280 Nvme协议 电脑发烧友硬盘 1TB NV1+硬盘盒+礼品盒【黑色】,70660630932,10.00g,中国台湾,,2000-3000MB/s,960GB-1TB,M.2接口(NVMe协议),"因为闪存按照1G=1000M计算，而系统采用二进制1G=1024M,因此约显90%值是正常范围。(所以16G 32G 64G 等，实际显为14.4G 28.8G 57.7G 115G等，以此类推! )",NV1系列,KST-NV1-1T,1700MB/s,无缓存,2100MB/s,0°C~70°C,240TBW,长80mm；宽22mm；高2.1mm,-40°C~85°C,93%,传输快捷 反应灵敏,TLC,, 金士顿存储专卖店,,,,,,,,,,,,,,,,,
990,169.00,联想（Lenovo） 原装SSD固态硬盘 笔记本台式机加装升级 M.2 SATA3 MSATA接口 MSATA 128g,【下单送：螺丝刀】兼容性好，各品牌和机型均适用，可发在线客服确认。升级固态硬盘，机械硬盘，运行内存，扩容提速告别卡顿得心应手！, 联想（Lenovo）,联想（Lenovo） 原装SSD固态硬盘 笔记本台式机加装升级 M.2 SATA3 MSATA接口 MSATA 128g,33275666411,100.0kg,中国大陆,,,,MSATA接口,暂无,,,,无缓存,,50,,长51mm；宽33mm；高2mm,30,99%,此商品暂时还没有买家印象哦~,,, 联想华商专卖店,,,,,,,,,,,,,,,,,
991,103.00,铭瑄（MAXSUN）128GB SSD固态硬盘SATA3.0接口 终结者系列SSD日常家用普及版 三年质保,【店铺爆品】SATA御林卫系列！稳定兼容，三年质保！256G到手价109元！—查看>, 铭瑄（MAXSUN）,铭瑄MS128GBX6,100013264142,80.00g,中国大陆,,2000MB/s以下,120-128GB,SATA接口,SSDx1、说明书x1,终结者系列,MS128GBX6,430MB/s,无缓存,480MB/s,0°C to 70°C,50TBW,长100mm；宽70mm；高7mm,-40°C ~ 85°C,98%,读取快捷 做工一流 反应灵敏 兼容性佳 质量上乘 运行稳定 时尚大气 简单方便 十分大气 方便快捷 传输稳定,TLC,,,,,,,,,,,,,,,,,,,
992,109.00,阿斯加特（Asgard）128GB SSD固态硬盘 M.2接口(NVMe协议) AN极速版/石墨烯散热/五年质保 TLC颗粒,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 阿斯加特（Asgard）,阿斯加特Asgard AN 128NVMe M.2/80,100035150029,55.00g,中国大陆,PCIe 3.0,2000MB/s以下,120-128GB,M.2接口(NVMe协议),固态硬盘*1,阿斯加特AN系列,Asgard AN 128NVMe M.2/80,740MB/s,无缓存,900MB/s,0°C-70°C,90TBW,长80mm；宽22mm；高2mm,-40°C -85°C,97%,此商品暂时还没有买家印象哦~,TLC,,,,,,,,,,,,,,,,,,,
993,489.00,联想（Lenovo) 512GB SSD固态硬盘 M.2接口(NVMe协议PCIe 4.0 x4) Y8000系列,"【开启4.0时代,3600mb/s】【联想全国2400个服务站免费售后】【质保3年】游戏玩家储存升级优选！晒单抽百元E卡查看>", 联想（Lenovo）,联想Y8000,100036934752,30.00g,中国大陆,PCIe 4.0,3000-4500MB/s,480-512GB,M.2接口(NVMe协议),彩盒*1固态硬盘*1吸塑盒*1保修卡*1螺丝*2,,,3000MB/s,无缓存,3600MB/s,0摄氏度~70摄氏度,300TBW,长80mm；宽22mm；高2.3mm,—40摄氏度~85摄氏度,99%,此商品暂时还没有买家印象哦~,TLC,,,,,,,,,,,,,,,,,,,
994,295.00,金士顿（Kingston） SATA3 M.2 NGFF PCIeNVMe mSATA固态硬盘SSD D款 M.2 2280 NVMe协议 经典款 480-512G,金士顿固态硬盘SSD，全球TOP级存储模组品牌，大部商品京仓多仓现货就近配送速达，年度好店无忧售服，专业的客服团队为您的升级加装保驾护航，如需要内存请点此, 金士顿（Kingston）,金士顿（Kingston） SATA3 M.2 NGFF PCIeNVMe mSATA固态硬盘SSD D款 M.2 2280 NVMe协议 经典款 480-512G,10023613269937,90.00g,,,2000-3000MB/s,480-512GB,M.2接口(NVMe协议),固态硬盘 × 1,金士顿 NV1系列,SNVS/500G,1700MB/s,,2100MB/s,0 - 70 ℃,,,-45°C to 85°C,98%,兼容性佳,,, 本尚网来数码专营店,,,,,,,,,,,,,,,,,
995,479.90,西部数据（WD） 移动固态硬盘（PSSD）Elements SE新元素SSD 个性潮玩 定制图案 【潜龙在渊】新元素SE USB3.2接口 便携式 480G,, 西部数据（WD）,西部数据（WD）WDBAYN0010BBK-CESN,10058374162946,160.00g,,,,480-512GB,USB3.2,便携式移动固态硬盘、数据线、Type-C适配器、《快速安装指南》,Elements SE新元素 SSD,WDBAYN4800ABK-CESN,,,,,,长64.51mm；宽64.51mm；高8.63mm,,100%,传输快捷,,,,,500MB/s以下,非金属,黑色,,,无指示灯,Windows 10,,,,,,,,,
996,329.00,英睿达（crucial） 美光原厂 SSD固态硬盘 SATA3.0接口 高速读写 480G-500G MX500系列/SATA3.0/3D进阶高速,X6、X8下单可以咨询客服领取硬盘包+转接线限量50份送完即止，查看>, 英睿达（crucial）,英睿达（crucial）MX500系列/SATA3.0/3D进阶高速,10034779920646,60.00g,中国大陆,,,480-512GB,SATA接口,暂无,MX500系列,CT500MX500SSD1,510MB/s,256M,560MB/s,0°C 至 70°C,180TBW,长100mm；宽70mm；高7mm,0°C 至 70°C,99%,传输快捷 简单方便 质量上乘 识别灵敏 精致美观 稳定可靠 美观大方 做工一流 毫无异味 运行超快,其他,MX500系列/SATA3.0/3D进阶高速, 英睿达Crucial旗舰店,,,,,,,,,,,,,,,,,
997,379.00,致钛（ZhiTai） 长江存储 SSD固态硬盘 M.2接口 PC005 Active系列 Nvme 512G,, 致钛（ZhiTai）,致钛（ZhiTai） 长江存储 SSD固态硬盘 M.2接口 PC005 Active系列 Nvme 512G,10032228085184,1.0kg,,,,,,暂无,,,,,,0-70,,,-40-85,98%,运行稳定 质量上乘,其他,, 西部数码IT专营店,,,,,,,,,,,,,,,,,
998,229.00,朗科（Netac）256GB Type-c USB3.1 移动固态硬盘（PSSD）Z Slim 轻至30g便携 防震耐用 高速传输办公优选,【晒单返20E卡】热销爆款传输550MB/s，防震抗摔！查看>, 朗科（Netac）,朗科Z Slim,100038591040,85.00g,中国大陆,,,240-256GB,Type-C，USB3.1,移动固态硬盘*1、USB C型到A型数据线*1、USB A型到C型适配器*1、说明书*1、皮套*1,Z系列,Z Slim,,,,,,长100mm；宽29.4mm；高9mm,,98%,小巧玲珑 传输快捷 方便快捷 不易损坏 结实耐用 读取快捷,,,,软件加密,500-1000MB/s,金属,银色,450MB/s,550MB/s,有指示灯,Windows XP；Windows 7；Windows 8；Windows 10；MacOS,三年质保,,,,,,,,
999,1589.00,威刚（ADATA） XPG 翼龙 S70B PCIe4.0 SSD固态硬盘 支持PS5拓展存储 S70 BLADE 2TB,品质铸就经典，万紫千红，严选颗粒、兼具口碑与人气、稳定兼容！~购买同款16G大容量更实惠~点击查看>, 威刚（ADATA）,威刚（ADATA）S70B,10051527430640,30.00g,,PCIe 4.0,,,,暂无,,,6800MB/s,2GB,7400MB/s,0°C ~ 70°C,1480TBW,长80mm；宽22mm；高4.3mm,- 40°C ~ 85°C,99%,稳定性佳 读写迅速,TLC,,,,,,,,,,,,,,,,,,,
1000,275.00,金士顿（Kingston） SSD固态硬盘台式机笔记本 SATA固态 A400系列 480G+台式机支架,"【金士顿旗舰店】金士顿KC3000固态硬盘,PCIe4.0高速性能,读速高达7000MB/S,出色响应速度！立即购买查看>", 金士顿（Kingston）,金士顿（Kingston）SA400,38391425638,50.00g,其他,,2000MB/s以下,480-512GB,SATA接口,SSD*1,,SA400S37/480GBKCN,,,,0°C~70°C,,,-40°C~85°C,98%,简单方便 运行超快 方便快捷 兼容性佳 反应灵敏 做工一流 运行稳定 读写迅速,,SA400, 金士顿旗舰店,,,,,,,,,,,,,,,,,
1001,759.00,联想（Lenovo）1TB SSD固态硬盘 M.2接口(NVMe协议)P980,"【品牌闪购日,限时活动价759】新品P980,全国联保,联想2400个站点售后服务,电竞级ssd,超极速传输~晒单抽E卡查看>", 联想（Lenovo）,联想P980,100021281932,40.00g,中国大陆,,,960GB-1TB,M.2接口(NVMe协议),彩盒*1 固态硬盘*1 吸塑盒*1 保修卡*1,P980,,3000MB/s,1GB,3400MB/s,0摄氏度~70摄氏度,600TBW,长80mm；宽20mm；高2.3mm,﹣40摄氏度~80摄氏度,99%,运行速快 传输快捷 读取快捷,其他,,,,,,,,,,,,,,,,,,,
1002,178.00,金储星 SSD固态硬盘 台式机笔记本电脑通用固态硬盘SATA3.0接口高速读写硬盘升级电脑核心组件 360GB（官配）,超值性价比！性能稳定、三年质保、只换不修、品质保证！SATA3.0接口ssd固态硬盘，台式机笔记本通用！电脑开机更快、畅玩游戏大型设计软件【关注店铺领无门槛券】查看>, 金储星（Kingchuxing）,金储星（Kingchuxing）K525,48694671577,100.00g,中国大陆,,,480-512GB,SATA接口,SSD硬盘 × 1，包装盒 × 1,K525,K525,450MB/s,无缓存,540MB/s,0-70°C,80TBW,长100mm；宽70mm；高7mm,-20 - 75°C,98%,兼容性佳 反应灵敏 运行超快 流畅度佳 读写迅速,TLC,N/V, 金储星硬盘旗舰店,,,,,,,,,,,,,,,,,
1003,319.00,华硕（ASUS） XPG 翼龙 S11 PCIe3.0 SSD固态硬盘M.2接口 S11 1TB 512G,"此商品将于2022-09-24,00点结束闪购特卖，显示器好物精选查看>", 华硕（ASUS）,华硕（ASUS）S11,10057598305912,10.00g,中国大陆,PCIe 3.0,3000-4500MB/s,480-512GB,M.2接口(NVMe协议),暂无,S11,S11,,无缓存,,0°C ~ 70°C,,长80mm；宽22mm；高3.7mm,- 40°C ~ 85°C,50%,此商品暂时还没有买家印象哦~,,S11, 华硕电脑配件专卖店,,,,,,,,,,,,,,,,,
1004,199.00,技嘉（GIGABYTE） SSD固态硬盘 SATA3.0接口 台式机电脑笔记本固态硬盘 高速游戏固态 『性价比』快盘 240G,, 技嘉（GIGABYTE）,技嘉（GIGABYTE）技嘉 快盘,10047876269867,80.00g,,,,,SATA接口,暂无,,,,无缓存,,0°C * 70°C,,长69.85mm；宽7mm；高100mm,-40°C * 85°C,100%,此商品暂时还没有买家印象哦~,,,,,,,,,,,,,,,,,,,,
1005,999.00,三星（SAMSUNG） 980/pro SSD固态硬盘 M.2接口(Nvme协议） PRO 1T PCIe4.0*4,【畅快攒机-晒单再领10元E卡】全新未拆封980pro，1TB读速高达：7000MB/s!铁杆玩家，技术发烧友的挚爱！, 三星（SAMSUNG）,三星（SAMSUNG） 980/pro SSD固态硬盘 M.2接口(Nvme协议） PRO 1T PCIe4.0*4,10026666387774,75.00g,,PCIe 4.0,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),固态*1螺丝刀*1螺丝*2,三星980PRO,,5000MB/s,1GB,7000MB/s,0 - 70 ℃,600TBW,长80.15mm；宽22.15mm；高2.38mm,-40~85°C,92%,此商品暂时还没有买家印象哦~,,, 诚鑫数码专营店,,,,,,,,,,,,,,,,,
1006,179.00,威刚(ADATA) 256GB SSD固态硬盘 M.2接口(NVMe协议) XPG翼龙 SX6000 Lite,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 威刚（ADATA）,威刚SX6000 Lite 256GB M.2 NVMe 固态硬盘,100009371609,30.00g,中国大陆/中国台湾,PCIe 3.0,2000MB/s以下,240-256GB,M.2接口(NVMe协议),SX6000 Lite 256 GB M.2 NVMe SSD X 1,XPG,SX6000 Lite 256GB,900MB/s,无缓存,1800MB/s,0°C ~ 70°C,120TBW,长80mm；宽22mm；高2.5mm,- 40°C ~ 85°C,97%,运行稳定 简单方便 质量上乘 读写流畅 十分大气 运行快速 读取快捷,其他,,,,,,,,,,,,,,,,,,,
1007,179.00,金储星 Msata接口SSD固态硬盘笔记本台式机一体电脑高速读写固态硬盘电脑升级核心组件 Msata预装WIN10 512G,超值性价比！性能稳定！固态硬盘如需预装系统，请联系在线客服！质保三年、只换不修！经得起考验的才是好产品【关注店铺领无门槛券】查看>, 金储星（Kingchuxing）,金储星（Kingchuxing）MSATA,10026326030441,100.00g,中国大陆,,2000MB/s以下,480-512GB,MSATA接口,SSD硬盘 × 1，包装盒 × 1,MSATA,MSATA-512,400MB/s,无缓存,500MB/s,0-70°C,160TBW,长50mm；宽30mm；高3mm,-20 - 75°C,98%,小巧玲珑 方便快捷 稳定可靠 效果显著 读写迅速,TLC,mSATA, 金储星硬盘旗舰店,,,,,,,,,,,,,,,,,
1008,869.00,致钛（ZhiTai） 致钛 长江存储 TiPro7000系列SSD固态硬盘 NVMe M.2接口 Pcie4.0 1TB,, 致钛（ZhiTai）,致钛（ZhiTai） 致钛 长江存储 TiPro7000系列SSD固态硬盘 NVMe M.2接口 Pcie4.0 1TB,10055462247969,1.0kg,,PCIe 4.0,4500MB/s及以上,其他,M.2接口(NVMe协议),暂无,,,,无缓存,,0°C 至 70°C,,长22mm；宽80mm；高2.34mm,-40°C-85°C,100%,此商品暂时还没有买家印象哦~,,, 西部数码IT专营店,,,,,,,,,,,,,,,,,
1009,125.00,金百达（KINGBANK） 120GB SSD固态硬盘 M.2 NVMe接口 KP230,"此商品将于2022-09-24,00点结束闪购特卖，品牌联合活动查看>", 金百达（KINGBANK）,金百达KP230 120GB,6529148,25.00g,中国大陆,,2000MB/s以下,120-128GB,M.2接口(NVMe协议),产品×1,KP230,KP230 120GB,560MB/s,无缓存,1800MB/s,0~70℃,70TBW,长80mm；宽22mm；高2.25mm,-40~85℃,99%,质量上乘 运行超快 做工一流 简单方便 十分大气 方便快捷 运行稳定 传输快捷 尺寸合适 手感十足,其他,,,,,,,,,,,,,,,,,,,
1010,539.00,七彩虹（Colorful） m.2固态硬盘ssd M.2 nvme 台式笔记本通用固态硬盘 战戟 CN600 1TB【国产颗粒】 NVME协议,500G默认升级512G发货。, 七彩虹（Colorful）,七彩虹（Colorful） m.2固态硬盘ssd M.2 nvme 台式笔记本通用固态硬盘 战戟 CN600 1TB【国产颗粒】 NVME协议,10046628573123,50.00g,,,3000-4500MB/s,960GB-1TB,M.2接口(NVMe协议),固态硬盘*1,七彩虹CN600,战戟,2600MB/s,无缓存,3300MB/s,50,600TBW,长80mm；宽22mm；高2mm,30,99%,读写迅速,TLC,, 瑞达中腾官方旗舰店,,,,,,,,,,,,,,,,,
1011,339.00,铠侠（Kioxia） RC20 固态硬盘m.2接口台式机笔记本电脑硬盘nvme协议独立缓存SSD RC20 500G(缓存512M）,官方授权，品质无忧, 铠侠（Kioxia）,铠侠（Kioxia）RC20,70989843805,39.00g,,PCIe 3.0,2000-3000MB/s,480-512GB,M.2接口(NVMe协议),暂无,RC20,LRC20Z500GC8,1700MB/s,512M,2100MB/s,0 °C (Ta) 至 85 °C (Tc),200TBW,长80.15mm；宽22.15mm；高2.23mm,-40 °C 至 85 °C,98%,运行稳定 稳定性佳 操作简单 传输快捷 简单方便,TLC,, 海贝利存储专营店,,,,,,,,,,,,,,,,,
1012,269.00,西部数据（WD） 绿盘 Green 日常家用普及版 SATA3台式笔记本SSD固态硬盘 480G +16G系统优盘,, 西部数据（WD）,西部数据（WD） 绿盘 Green 日常家用普及版 SATA3台式笔记本SSD固态硬盘 480G +16G系统优盘,50102400884,500.00g,,,,480-512GB,SATA接口,固态硬盘x1,Green SSD固态硬盘,WDS480G3G0A,,无缓存,545MB/s,0°C 至 70°C,,长7mm；宽69.85mm；高100.5mm,-55°C 至 85°C,98%,做工一流 传输快捷 简单方便,其他,, 西部数码IT专营店,,,,,,,,,,,,,,,,,
1013,259.00,七彩虹（COLORFUL） CN600 固态硬盘m.2接口nvme协议ssd台式机笔记本电脑固态硬盘 CN600 512G+装机工具+散热片,, 七彩虹（COLORFUL）,七彩虹（COLORFUL）M.2固态硬盘台式机笔记本硬盘,10031301630022,200.00g,中国大陆,PCIe 3.0,2000MB/s以下,480-512GB,M.2接口(NVMe协议),暂无,CN系列,CN600 512G,1500MB/s,无缓存,2000MB/s,0-70,160TBW,长102mm；宽80mm；高20mm,-25-85,98%,兼容性佳 简单方便 加载很快 传输稳定 做工一流 游戏性能强 运行快速 写入迅速,其他,, Colorfire旗舰店,,,,,,,,,,,,,,,,,
1014,299.00,小盘(XDISK)512GB移动固态硬盘（PSSD）M系列 Type-C 银色 超簿便携 文件数据备份存储 高速防摔 兼容MAC,【性价推荐，品质保障】小盘移动硬盘，原装正品，用坏包换，真情回馈，联系客服晒单再送硬盘包。【爆款推荐点击购买】, 小盘,小盘M20-512GB,100010866571,100.00g,中国大陆,,,480-512GB,Type-C，USB3.1,标配有精美装*1，说明书*1，数据线*1，硬盘*1,M,M20-512GB,,,,,,长102mm；宽33mm；高8.8mm,,100%,传输快捷 精致美观 做工一流,,,,防水防尘，软件加密,500MB/s以下,金属,银色,,,有指示灯,Windows XP；Windows 7；Windows 8；Windows 10；MacOS,三年质保,,,,,,,,
1015,599.90,希捷(Seagate) 固态移动硬盘500GB PSSD NVMe 小铭 type-C USB3.0 黑色 安卓手机迷你小型,【蓄势而上！0元抽电小二户外电源！】晒单抽运动相机！质感超群，小而不凡，免费原厂数据救援【立即抢购】查看>, 希捷（SEAGATE）,希捷STKG500400,100022076260,144.00g,见盒体,,,480-512GB,Type-C，USB3.2,1、Seagate® One Touch 希捷小铭系列移动固态硬盘 2、USB-C 连接线 3、USB C 转 A 连接线 4、快速入门指南 5、可下载的 Toolkit 软件(包含 Sync Plus),希捷铭系列,STKG500400,,,,,,长70mm；宽50mm；高10.6mm,,97%,小巧可爱 读取快捷 方便快捷 轻巧灵便 传输快捷 质量上乘 流畅度佳 携带便捷,,,,,1000-2000MB/s,金属,黑色,1030MB/s,1030MB/s,有指示灯,Windows 7；Windows 8；Windows 10；MacOS,原厂数据救援,,,,,,,,
1016,378.00,金储星 SSD固态硬盘 台式机笔记本电脑通用固态硬盘SATA3.0接口高速读写硬盘升级电脑核心组件 1TB（官配）,超值性价比！性能稳定、三年质保、只换不修、品质保证！SATA3.0接口ssd固态硬盘，台式机笔记本通用！电脑开机更快、畅玩游戏大型设计软件【关注店铺领无门槛券】查看>, 金储星（Kingchuxing）,金储星（Kingchuxing）K525,35166161944,100.00g,中国大陆,,,960GB-1TB,SATA接口,SSD硬盘 × 1，包装盒 × 1,K525,K525,400MB/s,无缓存,500MB/s,0-70°C,300TBW,长100mm；宽70mm；高7mm,-20 - 75°C,98%,传输快捷 质量上乘 外型酷炫 效果惊艳 精致美观 安装便利 运行超快 稳定性佳 启动快速 速度超棒,TLC,N/V, 金储星硬盘旗舰店,,,,,,,,,,,,,,,,,
1017,249.00,爱国者 (aigo) 500GB SSD固态硬盘 M.2接口(NVMe协议) P2000 读速可达1940MB/s,PCIe3.0四通道，高带宽，低延迟，超80小时严苛检测，全力以赴提升每一次运行速度, 爱国者（aigo）,爱国者P2000,100009750029,50.00g,中国大陆,,2000MB/s以下,480-512GB,M.2接口(NVMe协议),SSD固态硬盘*1，硬盘固定螺丝*1,,P2000,1000MB/s,无缓存,1940MB/s,0~70℃,175TBW,长80mm；宽22mm；高2mm,-40~85℃,98%,运行超快 质量上乘 读取快捷 方便快捷 兼容性佳 做工一流 简单方便 小巧可爱 尺寸合适 反应灵敏 放心使用,其他,,,,,,,,,,,,,,,,,,,
1018,106.00,铭瑄（MAXSUN）120GB SSD固态硬盘SATA3.0接口 终结者系列 电脑升级高速读写版,【店铺爆品】SATA御林卫系列！稳定兼容，三年质保！256G到手价109元！—查看>, 铭瑄（MAXSUN）,铭瑄终结者,100007233863,100.00g,中国大陆,,,120-128GB,SATA接口,SSDx1、说明书x1,终结者系列,MS120GBX5,420MB/s,无缓存,480MB/s,0°C to 70°C,50TBW,长100mm；宽70mm；高7mm,-40°C ~ 85°C,99%,读写迅速 做工一流 运行可靠 运行超快 质量上乘 效果惊艳 精致漂亮 简单方便 毫无异味 设计超赞 加载很快,其他,,,,,,,,,,,,,,,,,,,
1019,889.00,猎嘉三星 PM981a PM9A1 PM981 PM991 M.2 NVMe PCIe固态硬盘SSD PM9A1 M.2 2280 PCIe4.0×4 1TB,"【官方旗舰店品质】-M.2规格PCIe接口NVMe协议2230-2242-2280固态硬盘,装机提速是传统机械硬盘的读写的数倍，电竞游戏优选，工作提升效率优选！", 猎嘉三星,猎嘉三星 PM981a PM9A1 PM981 PM991 M.2 NVMe PCIe固态硬盘SSD PM9A1 M.2 2280 PCIe4.0×4 1TB,10036863300538,9.00g,中国大陆,,4500MB/s及以上,960GB-1TB,M.2接口(NVMe协议),固态硬盘*1,PM9A1,MZVL21TOHCLR,5100MB/s,1GB,7000MB/s,0-70℃,,长80mm；宽22mm；高4mm,-40-80℃,99%,运行超快 传输快捷 简单方便 系统良好,其他,, 猎嘉官方旗舰店,,,,,,,,,,,,,,,,,
1020,179.00,金储星 M.2接口NGFF协议SSD固态硬盘笔记本台式电脑通用型号224 22260 2280可折断 2280 M.2 512GB,超值性价比！品质保障！三年质保！轻松存储、畅玩游戏、设计！让电脑满血复活！组装电脑必选固态硬盘！全新正品.厂家直销.三年质保查看>, 金储星（Kingchuxing）,金储星（Kingchuxing）M.2/NGFF,44040602561,100.00g,中国大陆,,,480-512GB,M.2接口（SATA总线）,SSD硬盘 × 1，包装盒 × 1,,,450MB/s,无缓存,540MB/s,0-70°C,160TBW,长80mm；宽22mm；高3mm,-20 - 75°C,97%,兼容性佳 传输快捷 流畅度佳,TLC,M.2/NGFF, 金储星硬盘旗舰店,,,,,,,,,,,,,,,,,
1021,279.00,飞利浦（PHILIPS） 512GB SSD固态硬盘 M.2接口(NVMe协议) FM60系列 2280板型 四通道PCIe3.0*4高速,"【热销爆款,NVMe1T,限时活动价399】NVMe高速协议,性能稳定,多设备兼容,游戏办公,升级优选立即购买(此商品不参加上述活动)", 飞利浦（PHILIPS）,飞利浦FM60 M.2 2280 NVMe PCIe,100032035282,40.00g,中国大陆,PCIe 3.0,2000-3000MB/s,480-512GB,M.2接口(NVMe协议),固态硬盘 × 1、说明书 × 1、保修卡 × 1,FM60,FM60 M.2 2280 NVMe PCIe,1600MB/s,无缓存,2100MB/s,0-70度,200TBW,长80mm；宽22mm；高2.3mm,-40~85°C,99%,倍感舒适 质量上乘,其他,,,,,,,,,,,,,,,,,,,
1022,259.00,铠侠（Kioxia） 固态硬盘SATA3接口2.5英寸笔记本台式机一体机电脑SSD TC10 480G塑料支架套餐,官方授权，品质无忧, 铠侠（Kioxia）,铠侠（Kioxia）TC10,70921397434,97.00g,,,2000MB/s以下,480-512GB,SATA接口,硬盘*1 说明书*1,TC10,LTC10Z480GC8,540MB/s,无缓存,555MB/s,0 °C 至 65 °C,120TBW,长100.45mm；宽69.85mm；高7mm,-40 °C 至 85 °C,97%,轻薄精巧 精致美观 美观大方 节能降耗 简单方便 读取快捷,TLC,, 海贝利存储专营店,,,,,,,,,,,,,,,,,
1023,128.00,赛帝曼克（STmagic） 1TB 迷你移动固态硬盘 PSSD固态U盘直插式移动硬盘 高速安全 ADC特惠-128G黑色,移动固态硬盘 特惠免费定制, 赛帝曼克（STmagic）,赛帝曼克（STmagic）spt-31,24820281881,100.00g,中国大陆,,,120-128GB,USB3.1,暂无,SPT31,SPT30,,,,,,,,97%,小巧可爱 方便快捷 读取快捷 做工一流 不易损坏 质量上乘 尺寸合适 传输稳定 毫无异味,,移动固态硬盘, stmagic赛帝曼克数码专营店,防水防尘，联名定制，可定制图案,500-1000MB/s,金属,黑色,450MB/SMB/s,500MB/SMB/s,无指示灯,Windows XP；Windows 7；Windows 8；Windows 10；MacOS,三年质保,,,,,,,,
1024,1049.00,铠侠（Kioxia） RC20 RD20固态硬盘M.2 NVMe pcIe 笔记本台式机电脑SSD RC20-2TB（1G缓存） 标配,原东芝存储，日本原厂颗粒，好物低价，独立缓存设计，稳定不掉速, 铠侠（Kioxia）,铠侠（Kioxia） RC20 RD20固态硬盘M.2 NVMe pcIe 笔记本台式机电脑SSD RC20-2TB（1G缓存） 标配,10040000888105,40.00g,,,2000-3000MB/s,2TB及以上,M.2接口(NVMe协议),暂无,RC20系列,LRC20Z002TC8,1700MB/s,1GB,2100MB/s,0 - 85 ℃,800TBW,长80.15mm；宽22.15mm；高2.38mm,--40 - 85 ℃,98%,质量上乘,TLC,, 康正存储专营店,,,,,,,,,,,,,,,,,
